task_id,problem,handoff,corruption_type,label
task_041,"Write a function `normalize_whitespace(text)` that collapses any run of whitespace (spaces, tabs, newlines) into a SINGLE space, strips leading/trailing whitespace, but PRESERVES exactly one blank line (represented as '\n\n' in output) wherever the original text had two or more consecutive newlines, treating that as a paragraph break separate from normal whitespace collapsing.","Agent B, your task is to implement the function `normalize_whitespace(text)`. 

Here is everything you need to know:

### Function Signature
```python
def normalize_whitespace(text: str) -> str:
```

### Objective
Normalize whitespace in the input `text` according to these specific rules:
1. Preserve paragraph breaks: Any occurrence of two or more consecutive newlines (with any surrounding horizontal whitespace) in the original text must be treated as a paragraph break and represented in the output as exactly `\n\n`.
2. Collapse standard whitespace: Within each paragraph/section, any run of consecutive whitespace characters (spaces, tabs, newlines that do not form a paragraph break) must be collapsed into a single space (` `).
3. Strip leading and trailing whitespace from the entire resulting text.

### Key Edge Cases to Handle
- Empty strings or strings containing only whitespace should return an empty string `""""`.
- Multiple consecutive blank lines (3+ newlines) should still collapse down to a single paragraph break (`\n\n`).
- Text with no newlines at all (just spaces and tabs) should have all whitespace collapsed into single spaces and be stripped.
- Leading/trailing newlines or spaces around paragraphs should be cleaned up so paragraph separators are strictly `\n\n`.

### Suggested Approach
1. **Split by paragraph breaks:** Use a regular expression to find blocks separated by two or more newlines (e.g., `\s*\n\s*\n\s*` or similar pattern capturing multiple newlines).
2. **Process each paragraph:** For each extracted paragraph, replace all internal whitespace runs (spaces, tabs, single newlines) with a single space, and `.strip()` the result.
3. **Recombine:** Filter out any empty paragraphs resulting from the split/strip, and join the remaining paragraphs back together using `\n\n`.
4. **Final cleanup:** Ensure the final output is fully stripped of any leading or trailing whitespace.",none,1
task_041,"Write a function `normalize_whitespace(text)` that collapses any run of whitespace (spaces, tabs, newlines) into a SINGLE space, strips leading/trailing whitespace, but PRESERVES exactly one blank line (represented as '\n\n' in output) wherever the original text had two or more consecutive newlines, treating that as a paragraph break separate from normal whitespace collapsing.","2. 3. Strip leading and trailing whitespace from the entire resulting text. ### Key Edge Cases to Handle
- Empty strings or strings containing only whitespace should return an empty string `""""`. - Leading/trailing newlines or spaces around paragraphs should be cleaned up so paragraph separators are strictly `\n\n`. ### Suggested Approach
1. 2. 3. **Recombine:** Filter out any empty paragraphs resulting from the split/strip, and join the remaining paragraphs back together using `\n\n`. 4. **Final cleanup:** Ensure the final output is fully stripped of any leading or trailing whitespace.",entity_omission,0
task_041,"Write a function `normalize_whitespace(text)` that collapses any run of whitespace (spaces, tabs, newlines) into a SINGLE space, strips leading/trailing whitespace, but PRESERVES exactly one blank line (represented as '\n\n' in output) wherever the original text had two or more consecutive newlines, treating that as a paragraph break separate from normal whitespace collapsing.","Agent B, your task is to implement the function `normalize_whitespace(text)`. 

Here is everything you need to know:

### Function Signature
```python
def normalize_whitespace(text: str) -> str:
```

### Objective
Normalize whitespace in the input `text` according to these specific rules:

### Key Edge Cases to Handle

### Suggested Approach",tool_result_drop,0
task_041,"Write a function `normalize_whitespace(text)` that collapses any run of whitespace (spaces, tabs, newlines) into a SINGLE space, strips leading/trailing whitespace, but PRESERVES exactly one blank line (represented as '\n\n' in output) wherever the original text had two or more consecutive newlines, treating that as a paragraph break separate from normal whitespace collapsing.","Agent B, your task is to implement the function `normalize_whitespace(text)`.",over_summarization,0
task_042,"Write a function `stack_based_eval(tokens)` that evaluates a Reverse Polish Notation expression given as a list of string tokens (numbers and operators +, -, *, /). Division must be INTEGER division truncating toward zero (e.g. -7 // 2 in RPN should give -3, not Python's default -4). Return the final integer result.","**HANDOFF MESSAGE FOR AGENT B**

**Objective:**
Write a Python function that evaluates a Reverse Polish Notation (RPN) expression provided as a list of string tokens. The supported operators are `+`, `-`, `*`, and `/`. The final result must be returned as an integer.

**Function Signature:**
```python
def stack_based_eval(tokens: list[str]) -> int:
```

**Key Requirements & Edge Cases:**
1. **Integer Division:** Division (`/`) must perform *truncation toward zero*, NOT Python's default floor division (which truncates toward negative infinity). For example, `-7 / 2` should evaluate to `-3` (since `-3.5` truncated toward zero is `-3`), whereas Python's `-7 // 2` yields `-4`. Be sure to implement this using standard division cast to `int` or explicit sign handling.
2. **Operations Order:** For non-commutative operations like subtraction (`-`) and division (`/`), pop the order correctly from the stack. The second popped value is the left operand, and the first popped value is the right operand (i.e., `left - right` and `left / right`).
3. **Input Format:** Tokens will contain valid integers (both positive and negative, represented as strings) and the four operators `+`, `-`, `*`, `/`. You can assume the input expression is always valid and will leave a single result on the stack.

**Proposed Approach:**
1. Initialize an empty list to act as a stack.
2. Iterate through each token in the `tokens` list:
   - If the token is an operator (`+`, `-`, `*`, `/`), pop the top two elements from the stack.
   - Perform the corresponding operation. For division, ensure truncation toward zero (e.g., `int(a / b)` in Python truncates toward zero).
   - Push the result back onto the stack.
   - If the token is a number (operand), convert it to an integer and push it onto the stack.
3. After the loop finishes, the only remaining element in the stack is the final result. Pop and return it.",none,1
task_042,"Write a function `stack_based_eval(tokens)` that evaluates a Reverse Polish Notation expression given as a list of string tokens (numbers and operators +, -, *, /). Division must be INTEGER division truncating toward zero (e.g. -7 // 2 in RPN should give -3, not Python's default -4). Return the final integer result.","The supported operators are `+`, `-`, `*`, and `/`. The final result must be returned as an integer. Be sure to implement this using standard division cast to `int` or explicit sign handling. 2. 3. You can assume the input expression is always valid and will leave a single result on the stack. **Proposed Approach:**
1. Initialize an empty list to act as a stack. 2. - Perform the corresponding operation. - Push the result back onto the stack. 3. After the loop finishes, the only remaining element in the stack is the final result. Pop and return it.",entity_omission,0
task_043,"Write a function `schedule_meetings(meetings)` where `meetings` is a list of (start, end) tuples in 24hr integer hours. Return True if NONE of the meetings overlap (touching endpoints like (9,10) and (10,11) do NOT count as overlapping), False if any two overlap.","### Handoff Message for Agent B

**Objective:**
Write a Python function that checks whether a given list of meeting time intervals has any overlaps. If no meetings overlap, return `True`. If any two meetings overlap, return `False`.

**Function Signature:**
```python
def schedule_meetings(meetings: list[tuple[int, int]]) -> bool:
```

**Key Details & Edge Cases:**
- **Input:** A list of tuples, where each tuple represents `(start_time, end_time)` in 24-hour integer format (e.g., `9` for 9 AM, `17` for 5 PM).
- **Non-Overlapping Condition (Touching Endpoints):** Meetings that touch at endpoints do **not** count as overlapping. For example, a meeting ending at `10` and another starting at `10` (`(9, 10)` and `(10, 11)`) are valid and do not overlap.
- **Edge Cases to Handle:**
  - An empty list of meetings `[]` should return `True`.
  - A list with a single meeting `[(9, 10)]` should return `True`.
  - Unsorted input lists (e.g., `[(10, 12), (9, 10)]`) must be properly handled (assume meetings are not guaranteed to be given in chronological order).

**Plan / Approach:**
1. Handle the edge case where the input list is empty or has only one meeting (return `True`).
2. Sort the `meetings` list primarily by the start time.
3. Iterate through the sorted meetings starting from the second meeting.
4. Compare the start time of the current meeting with the end time of the previous meeting. 
5. If the current meeting's start time is *less than* the previous meeting's end time, an overlap occurs—return `False`.
6. If the loop finishes without finding any overlaps, return `True`.",none,1
task_043,"Write a function `schedule_meetings(meetings)` where `meetings` is a list of (start, end) tuples in 24hr integer hours. Return True if NONE of the meetings overlap (touching endpoints like (9,10) and (10,11) do NOT count as overlapping), False if any two overlap.","### Handoff Message for Agent B

**Objective:**
Write a Python function that checks whether a given list of meeting time intervals has any overlaps.",over_summarization,0
task_044,"Write a function `parse_version(v)` that parses a version string like '1.2.3' into a tuple of 3 integers (major, minor, patch). Missing parts default to 0 (e.g. '1.2' -> (1,2,0), '1' -> (1,0,0)). Then write a SECOND function `compare_versions(v1, v2)` that returns -1 if v1 < v2, 0 if equal, 1 if v1 > v2, comparing major first, then minor, then patch, using parse_version internally.","HANDOFF MESSAGE FOR AGENT B:

You need to implement two Python functions related to version string parsing and comparison:

1. `parse_version(v)`
   - **Purpose:** Parses a version string into a tuple of 3 integers: `(major, minor, patch)`.
   - **Input:** A string `v` (e.g., `'1.2.3'`, `'1.2'`, `'1'`, `''`).
   - **Output:** A tuple of three integers `(major, minor, patch)`.
   - **Behavior / Edge Cases:** 
     - Split the string by `.` (dot).
     - Convert each present part to an integer.
     - Missing parts must default to `0`. For example:
       - `'1.2.3'` -> `(1, 2, 3)`
       - `'1.2'` -> `(1, 2, 0)`
       - `'1'` -> `(1, 0, 0)`
       - Empty or malformed inputs should handle missing parts gracefully (e.g., `''` -> `(0, 0, 0)`).

2. `compare_versions(v1, v2)`
   - **Purpose:** Compares two version strings.
   - **Input:** Two version strings `v1` and `v2`.
   - **Output:** 
     - `-1` if `v1 < v2`
     - `0` if `v1 == v2`
     - `1` if `v1 > v2`
   - **Behavior / Edge Cases:**
     - Must use `parse_version(v)` internally to convert both `v1` and `v2` into their respective integer tuples.
     - Compare the tuples element-wise from left to right (major first, then minor, then patch). Python's native tuple comparison (`<`, `>`, `==`) handles this automatically once parsed into integer tuples.

**Plan / Approach:**
- In `parse_version(v)`: Handle empty strings safely, split by `.`, pad the resulting list of strings with `'0'` until its length is 3, and convert all elements to `int`. Return as a tuple.
- In `compare_versions(v1, v2)`: Call `parse_version(v1)` and `parse_version(v2)`, compare the resulting tuples, and return `-1`, `0`, or `1` accordingly.",none,1
task_044,"Write a function `parse_version(v)` that parses a version string like '1.2.3' into a tuple of 3 integers (major, minor, patch). Missing parts default to 0 (e.g. '1.2' -> (1,2,0), '1' -> (1,0,0)). Then write a SECOND function `compare_versions(v1, v2)` that returns -1 if v1 < v2, 0 if equal, 1 if v1 > v2, comparing major first, then minor, then patch, using parse_version internally.","HANDOFF MESSAGE FOR AGENT B:

You need to implement two Python functions related to version string parsing and comparison:

1. - Convert each present part to an integer. - Missing parts must default to `0`. 2. - **Input:** Two version strings `v1` and `v2`. Return as a tuple.",entity_omission,0
task_044,"Write a function `parse_version(v)` that parses a version string like '1.2.3' into a tuple of 3 integers (major, minor, patch). Missing parts default to 0 (e.g. '1.2' -> (1,2,0), '1' -> (1,0,0)). Then write a SECOND function `compare_versions(v1, v2)` that returns -1 if v1 < v2, 0 if equal, 1 if v1 > v2, comparing major first, then minor, then patch, using parse_version internally.","HANDOFF MESSAGE FOR AGENT B:

You need to implement two Python functions related to version string parsing and comparison:



**Plan / Approach:**",tool_result_drop,0
task_044,"Write a function `parse_version(v)` that parses a version string like '1.2.3' into a tuple of 3 integers (major, minor, patch). Missing parts default to 0 (e.g. '1.2' -> (1,2,0), '1' -> (1,0,0)). Then write a SECOND function `compare_versions(v1, v2)` that returns -1 if v1 < v2, 0 if equal, 1 if v1 > v2, comparing major first, then minor, then patch, using parse_version internally.","HANDOFF MESSAGE FOR AGENT B:

You need to implement two Python functions related to version string parsing and comparison:

1.",over_summarization,0
task_045,"Write a function `token_bucket_allow(events, capacity, refill_rate)` simulating a rate limiter. `events` is a sorted list of integer timestamps (seconds) at which requests arrive. Start with `capacity` tokens. Each event consumes 1 token if available (allowed), else it's rejected. Tokens refill at `refill_rate` tokens per second (capped at `capacity`), calculated based on elapsed time since the last event. Return a list of booleans, one per event, indicating whether it was allowed.","**HANDOFF MESSAGE FOR AGENT B**

**Objective:**
Build a Python function that simulates a token bucket rate limiter given a sorted list of event timestamps, a maximum bucket capacity, and a token refill rate.

**Function Signature:**
```python
def token_bucket_allow(events: list[int], capacity: float, refill_rate: float) -> list[bool]:
```

**Behavioral Requirements:**
1. **Initial State:** Start with a full bucket where the number of tokens equals `capacity`.
2. **Refill Mechanism:** Between the previous event and the current event, tokens are added based on the elapsed time (`current_time - previous_time`) multiplied by `refill_rate`. 
3. **Capacity Cap:** The number of tokens can never exceed `capacity`.
4. **Consumption:** Each incoming event consumes 1 token. 
   - If available tokens $\ge 1$, the request is allowed (`True`), and 1 token is subtracted.
   - If available tokens $< 1$, the request is rejected (`False`), and no tokens are subtracted.
5. **Output:** Return a list of booleans of the same length as `events`, indicating whether each event was allowed.

**Key Edge Cases to Handle:**
- **Simultaneous Events:** Multiple events arriving at the exact same timestamp (elapsed time = 0) should not trigger any refill; subsequent events will just consume the remaining tokens until empty.
- **Floating-Point Precision:** Since refill calculations involve time and rates, be mindful of floating-point inaccuracies when comparing tokens to 1.0.
- **Empty Events List:** If `events` is empty, return an empty list `[]`.
- **Large Time Gaps:** Ensure that after a long period of inactivity, the token count correctly caps at `capacity` rather than growing indefinitely.

**Recommended Approach:**
1. Maintain state variables: `tokens = float(capacity)` and `last_time = None`.
2. Iterate through each `time` in `events`:
   - If it is the first event, `last_time = time`.
   - Otherwise, calculate `elapsed = time - last_time`.
   - Update `tokens = min(float(capacity), tokens + elapsed * refill_rate)`.
   - Update `last_time = time`.
3. Check if `tokens >= 1.0`:
   - If `True`, append `True` to results and decrement `tokens -= 1.0`.
   - If `False`, append `False` to results.
4. Return the results list.",none,1
task_024,"Write a function that returns the most frequent element in a list. If there's a tie, return the one that appears first in the list.","Handoff Message for Agent B:

1. **Function Purpose**: Write a Python function that finds and returns the most frequent element in a given list. If there is a tie between multiple elements with the highest frequency, return the element that appears first in the input list.

2. **Function Signature**:
   ```python
   def most_frequent(lst: list):
       pass
   ```

3. **Key Edge Cases to Handle**:
   - Empty lists (determine appropriate behavior, e.g., returning `None` or raising an error—though returning `None` is generally safe).
   - Lists with a single element.
   - Lists where all elements have the same frequency (tie-breaking by first appearance order).
   - Lists containing various data types (integers, strings, etc.).

4. **Plan / Approach**:
   - Use a dictionary or `collections.Counter` to count the frequencies of each element while iterating through the list. Since standard dictionaries in Python 3.7+ maintain insertion order, iterating through the unique elements in the order they first appeared (or iterating through the original list) will naturally preserve the first-appearance tie-breaker.
   - Iterate through the list or the counter keys to find the element with the maximum count, relying on the preserved order to naturally favor the first occurrence in case of ties.
   - Return that element.",none,1
task_025,Write a function that validates whether a string of brackets (composed of '()[]{}') is balanced/well-formed.,"**HANDOFF MESSAGE FOR AGENT B**

Your task is to write a Python function that validates whether a given string of brackets is balanced (well-formed). The allowed bracket characters are parentheses `()`, square brackets `[]`, and curly braces `{}`.

### Function Signature
```python
def is_balanced(s: str) -> bool:
    """"""
    Validates if a string of brackets is balanced.
    :param s: A string containing only the characters '()[]{}'
    :return: True if the brackets are balanced, False otherwise.
    """"""
    pass
```

### Key Edge Cases to Handle
1. **Empty string:** An empty string `""""` should return `True` (vacuously balanced).
2. **Single character:** Any single bracket (e.g., `""(""`, `""]""`) should return `False`.
3. **Mismatched pairs:** Brackets that close with the wrong type (e.g., `""(]""` or `""([)]""`) should return `False`.
4. **Unmatched closing brackets:** Strings starting with a closing bracket (e.g., `"")(""` or `""]]{}""`) should return `False`.
5. **Unmatched opening brackets:** Strings with leftover opening brackets (e.g., `""((()""` ) should return `False`.

### Recommended Approach (Stack-based Algorithm)
1. Initialize an empty list to act as a **stack**.
2. Create a mapping (dictionary) of closing brackets to their corresponding opening brackets: `} -> {`, `) -> (`, `] -> [`.
3. Iterate through each character in the string `s`:
   - If the character is an **opening bracket** (`(`, `[`, `{`), push it onto the stack.
   - If the character is a **closing bracket** (`)`, `]`, `}`):
     - Check if the stack is empty. If it is, return `False` (unmatched closing bracket).
     - Pop the top element from the stack and check if it matches the expected opening bracket for the current closing bracket. If it does not match, return `False`.
4. After the loop finishes, return `True` **only if** the stack is completely empty (meaning no unmatched opening brackets remain), otherwise return `False`.",none,1
task_025,Write a function that validates whether a string of brackets (composed of '()[]{}') is balanced/well-formed.,"**HANDOFF MESSAGE FOR AGENT B**

Your task is to write a Python function that validates whether a given string of brackets is balanced (well-formed). The allowed bracket characters are parentheses `()`, square brackets `[]`, and curly braces `{}`.

### Function Signature
```python
def is_balanced(s: str) -> bool:
    """"""
    Validates if a string of brackets is balanced.
    :param s: A string containing only the characters '()[]{}'
    :return: True if the brackets are balanced, False otherwise.
    """"""
    pass
```

### Key Edge Cases to Handle

### Recommended Approach (Stack-based Algorithm)",tool_result_drop,0
task_046,"Write a function `chunk_list(items, size)` that splits a list into consecutive chunks of exactly `size` elements each. The LAST chunk, if it has fewer than `size` elements, should be DROPPED entirely (not included as a partial chunk). If `size` is 0 or negative, return an empty list.","HANDOFF MESSAGE FOR AGENT B:

Your task is to write a Python function named `chunk_list(items, size)` that splits a given list into consecutive chunks of a specified size.

**Requirements & Edge Cases:**
1. **Function Signature:** `def chunk_list(items, size):`
2. **Behavior:** Split `items` into chunks where each chunk contains *exactly* `size` elements.
3. **Drop Incomplete Chunks:** If the final chunk has fewer than `size` elements, it must be dropped entirely (do not include it).
4. **Invalid Size:** If `size` is less than or equal to 0 (`size <= 0`), immediately return an empty list `[]`.
5. **Types:** Assume `items` is iterable/list-like and `size` is an integer.

**Suggested Approach:**
- First, check if `size <= 0`. If so, return `[]`.
- Iterate through the list using a step of `size` (e.g., using a `range` loop with `step = size`).
- For each step, slice the list from the current index `i` to `i + size`.
- Only append the slice to your result list if the length of the slice is *exactly* equal to `size` (this naturally filters out any smaller leftover chunk at the end).
- Return the list of chunks.",none,1
task_046,"Write a function `chunk_list(items, size)` that splits a list into consecutive chunks of exactly `size` elements each. The LAST chunk, if it has fewer than `size` elements, should be DROPPED entirely (not included as a partial chunk). If `size` is 0 or negative, return an empty list.","HANDOFF MESSAGE FOR AGENT B:

Your task is to write a Python function named `chunk_list(items, size)` that splits a given list into consecutive chunks of a specified size.

**Requirements & Edge Cases:**

**Suggested Approach:**",tool_result_drop,0
task_046,"Write a function `chunk_list(items, size)` that splits a list into consecutive chunks of exactly `size` elements each. The LAST chunk, if it has fewer than `size` elements, should be DROPPED entirely (not included as a partial chunk). If `size` is 0 or negative, return an empty list.","HANDOFF MESSAGE FOR AGENT B:

Your task is to write a Python function named `chunk_list(items, size)` that splits a given list into consecutive chunks of a specified size.",over_summarization,0
task_047,"Write a function `resolve_aliases(mapping)` where `mapping` is a dict of string -> string that may contain CHAINS of aliases (e.g. {'a': 'b', 'b': 'c'} means a resolves to c). Return a new dict where every key maps directly to its FINAL value (the one that isn't itself a key in the mapping). If a cycle is detected (e.g. a->b->a), map that key to None instead of looping forever.","**Handoff Message for Agent B**

Your task is to write a Python function that resolves alias chains in a dictionary.

### Function Signature
```python
def resolve_aliases(mapping: dict[str, str]) -> dict[str, str | None]:
```

### Requirements & Behavior
1. **Input**: A dictionary (`mapping`) mapping strings to strings, representing direct aliases (e.g., `{'a': 'b', 'b': 'c'}`).
2. **Output**: A new dictionary where every original key is mapped directly to its *final* value. The final value is the end of the alias chain (i.e., a value that does not appear as a key in the original mapping).
3. **Chains**: If `a -> b` and `b -> c`, both `a` and `b` should ultimately map to `c` in the returned dictionary. (Wait, check if intermediate keys like `b` should be included as keys in the result: yes, include all original keys, resolving each to the terminal value).
4. **Cycles**: If a cycle is detected during resolution (e.g., `a -> b` and `b -> a`, or a self-reference `a -> a`), map that key (and all keys in that specific cycle chain) to `None` instead of looping infinitely.

### Key Edge Cases to Handle
- **Cycles**: `{'a': 'b', 'b': 'a'}` -> `{'a': None, 'b': None}`
- **Self-loops**: `{'a': 'a'}` -> `{'a': None}`
- **Terminal values not in keys**: `{'a': 'b'}` where `'b'` is not a key in `mapping`. The result should still include `'b'`? Wait, the prompt says: ""Return a new dict where every key maps directly to its FINAL value"". Typically, this means the keys of the returned dict are the keys of the input `mapping`. Let's ensure all original keys are present and resolved. What if a value points to a key that doesn't exist in the mapping? That value *is* the final value.
- **Empty dictionary**: `{}` -> `{}`

### Recommended Approach
1. Iterate through each key in the input `mapping`.
2. For each key, traverse the chain to find the final value using a helper or iterative approach.
3. Keep track of visited nodes *for the current traversal path* to detect cycles. If a cycle is hit, mark the path nodes as `None`.
4. Memoize results for keys already fully resolved to optimize performance and prevent redundant traversals.
5. Construct and return the new dictionary.",none,1
task_047,"Write a function `resolve_aliases(mapping)` where `mapping` is a dict of string -> string that may contain CHAINS of aliases (e.g. {'a': 'b', 'b': 'c'} means a resolves to c). Return a new dict where every key maps directly to its FINAL value (the one that isn't itself a key in the mapping). If a cycle is detected (e.g. a->b->a), map that key to None instead of looping forever.","**Handoff Message for Agent B**

Your task is to write a Python function that resolves alias chains in a dictionary.",over_summarization,0
task_048,"Write a function `weighted_median(values, weights)` that computes the weighted median of a list of numbers with corresponding weights. The weighted median is the smallest value v such that the sum of weights for all elements <= v is at least half the total weight. Assume values and weights are parallel lists of the same length, all weights positive.","Agent B, here are the requirements and specifications for the function you need to write:

### Function Purpose
Write a function that computes the weighted median of a list of numbers given a corresponding list of weights. 
The weighted median is defined as the smallest value $v$ in `values` such that the cumulative sum of weights for all elements $\le v$ is at least half of the total weight sum.

### Exact Function Signature
```python
def weighted_median(values, weights):
    """"""
    Computes the weighted median of values given their weights.
    
    :param values: List of numbers (int or float)
    :param weights: List of positive numbers (int or float) parallel to values
    :return: The weighted median value
    """"""
```

### Key Assumptions & Edge Cases
- `values` and `weights` are parallel lists of the same length.
- All weights are strictly positive.
- The input lists will not be empty (you can assume valid inputs matching the problem constraints).
- Handle potential floating-point precision issues when comparing cumulative weights to half the total weight.

### Suggested Implementation Approach
1. Combine `values` and `weights` into pairs and sort them in ascending order based on the `values`.
2. Calculate the total sum of all `weights`.
3. Determine the target weight threshold: `total_weight / 2.0` (or strictly greater depending on convention, but using `>= half the total weight` as specified).
4. Iterate through the sorted pairs while maintaining a running cumulative sum of the weights.
5. Return the value of the first pair where the cumulative weight meets or exceeds the threshold.",none,1
task_050,"Write a function `next_business_day(day_of_week)` that takes an integer 0-6 (0=Monday, 6=Sunday) representing today, and returns the integer for the NEXT business day (Mon-Fri only). Friday(4) and Saturday(5) both roll to Monday(0); Sunday(6) rolls to Monday(0) too.","**Handoff Message for Agent B:**

Please write a Python function named `next_business_day(day_of_week)` that calculates the next business day (Monday through Friday) given the current day of the week as an integer.

### Requirements:
- **Function Signature:** `def next_business_day(day_of_week: int) -> int`
- **Input:** An integer from 0 to 6 representing the day of the week:
  - `0` = Monday
  - `1` = Tuesday
  - `2` = Wednesday
  - `3` = Thursday
  - `4` = Friday
  - `5` = Saturday
  - `6` = Sunday
- **Output:** An integer (0-4) representing the next business day.

### Mapping & Edge Cases to Handle:
- **Monday (0)** -> Tuesday (1)
- **Tuesday (1)** -> Wednesday (2)
- **Wednesday (2)** -> Thursday (3)
- **Thursday (3)** -> Friday (4)
- **Friday (4)** -> Monday (0)  *(Weekend roll)*
- **Saturday (5)** -> Monday (0) *(Weekend roll)*
- **Sunday (6)** -> Monday (0)    *(Weekend roll)*

### Approach/Plan:
1. If the input is Friday (`4`), Saturday (`5`), or Sunday (`6`), the next business day is always Monday (`0`).
2. For any other day (Monday through Thursday, i.e., `0` to `3`), simply return `day_of_week + 1`.",none,1
task_050,"Write a function `next_business_day(day_of_week)` that takes an integer 0-6 (0=Monday, 6=Sunday) representing today, and returns the integer for the NEXT business day (Mon-Fri only). Friday(4) and Saturday(5) both roll to Monday(0); Sunday(6) rolls to Monday(0) too.",2.,entity_omission,0
task_051,"Write a function `sparse_matrix_multiply(a, b)` that multiplies two matrices represented as dicts mapping (row, col) -> nonzero value (missing entries are 0). `a` is m x n, `b` is n x p. Return the result in the SAME sparse dict format, with ZERO entries in the result explicitly EXCLUDED (not stored as 0).","**HANDOFF MESSAGE FOR AGENT B**

**Goal:** Implement a function that multiplies two sparse matrices.

**Exact Function Signature:**
```python
def sparse_matrix_multiply(a, b):
    """"""
    Multiplies two sparse matrices a and b.
    
    :param a: dict representing m x n matrix, mapping (row, col) -> nonzero value
    :param b: dict representing n x p matrix, mapping (row, col) -> nonzero value
    :return: dict representing m x p result matrix, mapping (row, col) -> nonzero value,
             excluding any entries that evaluate to 0.
    """"""
```

**Key Requirements & Edge Cases:**
1. **Input Format:** Dictionaries where keys are `(row, col)` tuples and values are numeric. Missing keys imply a value of `0`.
2. **Output Format:** A sparse dictionary of the same format. Crucially, **do not store zero entries**. If a computed result is `0`, omit the key entirely from the output dict.
3. **Dimensions:** `a` is $m \times n$ and `b` is $n \times p$. Handle empty matrices (resulting in an empty dict) and cases where multiplication yields all zeros.

**Plan / Approach:**
1. **Index matrix `b` for efficient column lookup:** To compute the dot product for result cell `(i, j)`, we need elements from row `i` of `a` and column `j` of `b`. It is helpful to build an inverted index for `b` mapping each column index to a list of `(row_in_b, value)` tuples, or group `b`'s entries by their row (which corresponds to the inner dimension $n$).
2. **Iterate and Multiply:** 
   - For each non-zero entry `(i, k)` with value `val_a` in `a`:
     - Look up all entries in `b` where the row equals `k` (i.e., entries of the form `(k, j)` with `val_b`).
     - Accumulate the products `val_a * val_b` into a running sum for each target cell `(i, j)`.
3. **Filter Zeros:** Construct the final result dictionary by iterating over the accumulated sums and only including keys whose values are non-zero.",none,1
task_051,"Write a function `sparse_matrix_multiply(a, b)` that multiplies two matrices represented as dicts mapping (row, col) -> nonzero value (missing entries are 0). `a` is m x n, `b` is n x p. Return the result in the SAME sparse dict format, with ZERO entries in the result explicitly EXCLUDED (not stored as 0).","**HANDOFF MESSAGE FOR AGENT B**

**Goal:** Implement a function that multiplies two sparse matrices. """"""
```

**Key Requirements & Edge Cases:**
1. Missing keys imply a value of `0`. 2. **Output Format:** A sparse dictionary of the same format. Crucially, **do not store zero entries**. If a computed result is `0`, omit the key entirely from the output dict. 3. **Dimensions:** `a` is $m \times n$ and `b` is $n \times p$. **Plan / Approach:**
1. 2. 3. **Filter Zeros:** Construct the final result dictionary by iterating over the accumulated sums and only including keys whose values are non-zero.",entity_omission,0
task_052,"Write a function `trim_outliers(values, k)` that removes elements more than `k` standard deviations from the MEAN of the ORIGINAL list (compute mean/stdev once, up front, before removing anything -- do not recompute after each removal). Use population standard deviation. Return the filtered list preserving original order.","**Handoff Message for Agent B**

Your task is to write a Python function named `trim_outliers(values, k)` that filters a list of numerical values by removing elements that deviate from the mean by more than $k$ standard deviations.

### Requirements & Signature:
* **Function Signature:** `def trim_outliers(values, k):`
* **Input:** 
  * `values`: A list of numbers (ints or floats).
  * `k`: A non-negative number representing the threshold multiplier for standard deviation.
* **Output:** A new list containing the filtered elements, preserving their original relative order.

### Core Logic & Rules:
1. **Compute Statistics Once:** Calculate the population mean and the population standard deviation ($\sigma$) of the *original* input list up front, *before* any filtering happens. Do **not** recompute the mean or standard deviation iteratively after removing elements.
2. **Population Standard Deviation:** Use the population standard deviation formula (where the variance is divided by $N$, not $N-1$). You can implement this manually or use `statistics.pstdev()` (or `numpy` if appropriate, though standard library is preferred).
3. **Outlier Condition:** An element $x$ is an outlier and should be *removed* if:
   $$\lvert x - \text{mean} \rvert > k \times \text{stdev}$$
   *(Note: Elements equal to exactly $k$ standard deviations away should be kept, unless strictly greater than is required).*

### Key Edge Cases to Handle:
* **Empty list (`values = []`):** Should return an empty list without raising a ZeroDivisionError.
* **Single-element list or identical values ($\text{stdev} = 0$):** If all values are the same, the standard deviation is 0. In this case, no element can exceed $k \times 0$ distance, so the original list should be returned as-is.
* **Negative or zero $k$:** Handle gracefully according to the formula.

### Implementation Plan:
1. Check if `values` is empty; if so, return `[]`.
2. Calculate the mean of `values`.
3. Calculate the population standard deviation of `values`.
4. If the standard deviation is 0, return a copy of the original `values` list.
5. Iterate through `values` using a list comprehension or filter, keeping only elements where `abs(x - mean) <= k * stdev`.
6. Return the filtered list.",none,1
